metric,k1,k3,k5,k10,k20
NDCG,0.0666,0.0902,0.0987,0.1097,0.1191
MAP,0.0666,0.0843,0.089,0.0935,0.0961
MRR,0.0666,0.0843,0.0889,0.0935,0.0961
Recall,0.0666,0.1075,0.1281,0.162,0.1995
Precision,0.0666,0.0358,0.0256,0.0162,0.01
