metric,k1,k3,k5,k10,k20
NDCG,0.0146,0.0206,0.0233,0.0271,0.0306
MAP,0.0146,0.0191,0.0206,0.0221,0.0231
MRR,0.0146,0.0191,0.0206,0.0221,0.0231
Recall,0.0146,0.025,0.0317,0.0434,0.057
Precision,0.0146,0.0083,0.0063,0.0043,0.0029
