metric,k1,k3,k5,k10,k20
NDCG,0.0131,0.0199,0.0221,0.0254,0.0295
MAP,0.0131,0.0181,0.0193,0.0207,0.0218
MRR,0.0131,0.0181,0.0193,0.0207,0.0218
Recall,0.0131,0.0249,0.0302,0.0406,0.0571
Precision,0.0131,0.0083,0.006,0.0041,0.0029
