metric,k1,k3,k5,k10,k20
NDCG,0.0367,0.0506,0.0563,0.0647,0.0718
MAP,0.0367,0.0469,0.0501,0.0536,0.0556
MRR,0.0367,0.0469,0.0501,0.0536,0.0556
Recall,0.0367,0.0613,0.0753,0.1007,0.1287
Precision,0.0367,0.0204,0.0151,0.0101,0.0064
