metric,k1,k3,k5,k10,k20
NDCG,0.5948,0.5786,0.5791,0.6258,0.6623
MAP,0.2366,0.415,0.4709,0.5277,0.5507
MRR,0.611,0.6858,0.6963,0.7007,0.7026
Recall,0.2366,0.4761,0.5774,0.7141,0.8074
Precision,0.5948,0.4554,0.3488,0.2314,0.1354
