metric,k1,k3,k5,k10,k20
NDCG,0.9028,0.9457,0.9483,0.9504,0.9524
MAP,0.9028,0.936,0.9374,0.9383,0.9389
MRR,0.9043,0.9367,0.9382,0.9391,0.9397
Recall,0.9028,0.9738,0.9799,0.9861,0.9938
Precision,0.9028,0.3246,0.196,0.0986,0.0497
