metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.88379705400982,1.0,0.3204681284205706
hit@k,0.0,1.0,0.9590834697217676,1.0,0.19809686476121446
context_relevance,0.0,1.0,0.3932078559738134,0.5,0.32982987382376067
