metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.9903428295509416,1.0,0.09779524276761249
hit@k,0.0,1.0,0.9975857073877354,1.0,0.0490761021623251
context_precision,0.0,0.9999999999666667,0.9587719297290008,0.9999999999,0.19466512511431291
context_utilization,0.0,0.9999999999666667,0.9588524061494056,0.9999999999,0.19464770098207315
context_relevance,0.0,1.0,0.9101883148237566,1.0,0.2262846544441303
