metric,k1,k3,k5,k10,k20
NDCG,0.2222,0.2772,0.3,0.3244,0.3443
MAP,0.2222,0.2641,0.2768,0.2868,0.2922
MRR,0.2222,0.2636,0.2767,0.2866,0.2921
Recall,0.2222,0.3148,0.3704,0.446,0.5247
Precision,0.2222,0.1049,0.0741,0.0446,0.0262
