metric,k1,k3,k5,k10,k20
NDCG,0.637,0.6118,0.628,0.6724,0.705
MAP,0.2576,0.4474,0.5198,0.5764,0.5998
MRR,0.637,0.712,0.72,0.7243,0.7249
Recall,0.2576,0.5089,0.6341,0.7676,0.8449
Precision,0.637,0.477,0.3819,0.2465,0.1421
