metric,k1,k3,k5,k10,k20
NDCG,0.9969,0.9989,0.9989,0.9989,0.9989
MAP,0.9969,0.9984,0.9984,0.9984,0.9984
MRR,0.9969,0.9984,0.9984,0.9984,0.9984
Recall,0.9969,1.0,1.0,1.0,1.0
Precision,0.9969,0.3333,0.2,0.1,0.05
