metric,k1,k3,k5,k10,k20
NDCG,0.9978,0.9978,0.9987,0.9987,0.9987
MAP,0.9978,0.9978,0.9983,0.9983,0.9983
MRR,0.9978,0.9978,0.9983,0.9983,0.9983
Recall,0.9978,0.9978,1.0,1.0,1.0
Precision,0.9978,0.3326,0.2,0.1,0.05
