metric,k1,k3,k5,k10,k20
NDCG,0.8889,0.9273,0.9273,0.9415,0.9415
MAP,0.8889,0.9167,0.9167,0.923,0.923
MRR,0.8889,0.9167,0.9167,0.923,0.923
Recall,0.8889,0.9583,0.9583,1.0,1.0
Precision,0.8889,0.3194,0.1917,0.1,0.05
