metric,k1,k3,k5,k10,k20
NDCG,0.9681,0.9774,0.9783,0.9797,0.9806
MAP,0.9681,0.9751,0.9757,0.9762,0.9765
MRR,0.9681,0.9752,0.9757,0.9762,0.9765
Recall,0.9681,0.9838,0.9861,0.9907,0.9942
Precision,0.9681,0.3279,0.1972,0.0991,0.0497
