metric,k1,k3,k5,k10,k20
NDCG,0.9979,0.9983,0.9986,0.9986,0.9986
MAP,0.9979,0.9982,0.9984,0.9984,0.9984
MRR,0.9979,0.9982,0.9984,0.9984,0.9984
Recall,0.9979,0.9986,0.9993,0.9993,0.9993
Precision,0.9979,0.3329,0.1999,0.0999,0.05
