metric,k1,k3,k5,k10,k20
NDCG,0.9968,0.9983,0.9983,0.9984,0.9984
MAP,0.9968,0.998,0.998,0.9981,0.9981
MRR,0.9968,0.998,0.998,0.9981,0.9981
Recall,0.9968,0.9993,0.9993,0.9996,0.9996
Precision,0.9968,0.3331,0.1999,0.1,0.05
