metric,k1,k3,k5,k10,k20
NDCG,0.277,0.3807,0.4036,0.4158,0.4264
MAP,0.277,0.3558,0.3688,0.374,0.3769
MRR,0.2797,0.3572,0.3701,0.3753,0.3782
Recall,0.277,0.4523,0.5072,0.5441,0.5854
Precision,0.277,0.1508,0.1014,0.0544,0.0293
