metric,k1,k3,k5,k10,k20
NDCG,0.9676,0.9869,0.9869,0.9869,0.9872
MAP,0.9676,0.9828,0.9828,0.9828,0.9828
MRR,0.9676,0.9828,0.9828,0.9828,0.9828
Recall,0.9676,0.9985,0.9985,0.9985,1.0
Precision,0.9676,0.3328,0.1997,0.0998,0.05
