metric,k1,k3,k5,k10,k20
NDCG,0.7084,0.7742,0.7868,0.7979,0.8058
MAP,0.7084,0.7583,0.7653,0.7699,0.7722
MRR,0.7084,0.7583,0.7653,0.7699,0.7721
Recall,0.7084,0.8201,0.8506,0.8846,0.9157
Precision,0.7084,0.2733,0.1701,0.0885,0.0458
