metric,k1,k3,k5,k10,k20
NDCG,0.822,0.8662,0.8804,0.8874,0.8932
MAP,0.822,0.8558,0.8637,0.8667,0.8683
MRR,0.822,0.8558,0.8637,0.8667,0.8683
Recall,0.822,0.896,0.9307,0.9513,0.974
Precision,0.822,0.2987,0.1861,0.0951,0.0487
