metric,k1,k3,k5,k10,k20
NDCG,0.631,0.6994,0.7111,0.7228,0.7314
MAP,0.631,0.6833,0.6898,0.6946,0.697
MRR,0.631,0.6833,0.6898,0.6946,0.697
Recall,0.631,0.7458,0.7741,0.8103,0.8444
Precision,0.631,0.2486,0.1548,0.081,0.0422
