metric,k1,k3,k5,k10,k20
NDCG,0.1777,0.221,0.2351,0.2521,0.2651
MAP,0.1777,0.2101,0.2179,0.225,0.2286
MRR,0.1777,0.2101,0.2179,0.225,0.2286
Recall,0.1777,0.2527,0.2869,0.3389,0.3905
Precision,0.1777,0.0842,0.0574,0.0339,0.0195
