metric,k1,k3,k5,k10,k20
NDCG,0.1787,0.224,0.2393,0.2613,0.2788
MAP,0.1787,0.2128,0.2213,0.2303,0.2351
MRR,0.1787,0.2128,0.2213,0.2303,0.235
Recall,0.1787,0.2563,0.2938,0.3619,0.4318
Precision,0.1787,0.0854,0.0588,0.0362,0.0216
