metric,k1,k3,k5,k10,k20
NDCG,0.2006,0.2428,0.2581,0.2776,0.2951
MAP,0.2006,0.2321,0.2406,0.2485,0.2533
MRR,0.2005,0.2321,0.2406,0.2485,0.2533
Recall,0.2006,0.2741,0.3114,0.3717,0.4414
Precision,0.2006,0.0914,0.0623,0.0372,0.0221
