metric,k1,k3,k5,k10,k20
NDCG,0.0078,0.024,0.032,0.0522,0.0853
MAP,0.0078,0.0196,0.024,0.0322,0.041
MRR,0.0078,0.0197,0.0244,0.0325,0.0413
Recall,0.0078,0.0367,0.0564,0.1199,0.2525
Precision,0.0078,0.0122,0.0113,0.012,0.0126
