metric,k1,k3,k5,k10,k20
NDCG,0.0417,0.1607,0.1882,0.2233,0.3422
MAP,0.0417,0.1343,0.1488,0.1628,0.1971
MRR,0.0417,0.1343,0.1488,0.1628,0.1971
Recall,0.0417,0.2361,0.3056,0.4167,0.875
Precision,0.0417,0.0787,0.0611,0.0417,0.0437
