metric,k1,k3,k5,k10,k20
NDCG,0.0144,0.0248,0.0328,0.0465,0.0724
MAP,0.0144,0.0219,0.0263,0.0318,0.0388
MRR,0.0144,0.0225,0.0267,0.0323,0.0395
Recall,0.0144,0.0333,0.0531,0.0962,0.1987
Precision,0.0144,0.0111,0.0106,0.0096,0.0099
