metric,k1,k3,k5,k10,k20
NDCG,0.064,0.0932,0.1053,0.1187,0.1309
MAP,0.064,0.0857,0.0923,0.0977,0.1011
MRR,0.064,0.0857,0.0923,0.0977,0.1011
Recall,0.064,0.1153,0.1447,0.1867,0.2353
Precision,0.064,0.0384,0.0289,0.0187,0.0118
