metric,k1,k3,k5,k10,k20
NDCG,0.0097,0.0204,0.0301,0.0464,0.071
MAP,0.0097,0.0175,0.0229,0.0295,0.0362
MRR,0.3324,0.3436,0.3488,0.3555,0.3625
Recall,0.0097,0.0286,0.0524,0.1035,0.2017
Precision,0.0097,0.0095,0.0105,0.0103,0.0101
