metric,k1,k3,k5,k10,k20
NDCG,0.0092,0.0189,0.0267,0.0424,0.0869
MAP,0.0092,0.0164,0.0208,0.027,0.0384
MRR,0.9846,0.99,0.99,0.99,0.99
Recall,0.0092,0.0261,0.0446,0.0954,0.2769
Precision,0.0092,0.0087,0.0089,0.0095,0.0138
