metric,k1,k3,k5,k10,k20
NDCG,0.4885,0.6457,0.78,0.78,0.78
MAP,0.2444,0.5463,0.6734,0.6734,0.6734
MRR,0.9709,0.9841,0.9841,0.9841,0.9841
Recall,0.2444,0.7458,1.0,1.0,1.0
Precision,0.4885,0.497,0.3999,0.2,0.1
