metric,k1,k3,k5,k10,k20
NDCG,0.7593,0.8145,0.826,0.8372,0.8443
MAP,0.7593,0.8014,0.8078,0.8125,0.8145
MRR,0.7593,0.8014,0.8078,0.8125,0.8145
Recall,0.7593,0.852,0.88,0.914,0.942
Precision,0.7593,0.284,0.176,0.0914,0.0471
