metric,k1,k3,k5,k10,k20
NDCG,0.9669,0.9784,0.9799,0.9807,0.9807
MAP,0.9669,0.9756,0.9765,0.9769,0.9769
MRR,0.9669,0.9756,0.9766,0.9769,0.9769
Recall,0.9669,0.9861,0.99,0.9923,0.9923
Precision,0.9669,0.3287,0.198,0.0992,0.0496
