metric,k1,k3,k5,k10,k20
NDCG,0.9661,0.9766,0.9796,0.9812,0.9812
MAP,0.9661,0.9744,0.9759,0.9767,0.9767
MRR,0.9662,0.9744,0.9759,0.9767,0.9767
Recall,0.9661,0.9831,0.9908,0.9954,0.9954
Precision,0.9661,0.3277,0.1981,0.0995,0.0498
