metric,k1,k3,k5,k10,k20
NDCG,0.9736,0.9857,0.9877,0.9877,0.9882
MAP,0.9736,0.9832,0.9842,0.9842,0.9844
MRR,0.9736,0.9832,0.9843,0.9843,0.9844
Recall,0.9736,0.9928,0.9976,0.9976,1.0
Precision,0.9736,0.3309,0.1995,0.0998,0.05
