metric,k1,k3,k5,k10,k20
NDCG,0.975,0.9868,0.9868,0.9878,0.9878
MAP,0.975,0.9844,0.9844,0.9847,0.9847
MRR,0.975,0.9844,0.9844,0.9847,0.9847
Recall,0.975,0.9938,0.9938,0.9969,0.9969
Precision,0.975,0.3312,0.1988,0.0997,0.0498
