metric,k1,k3,k5,k10,k20
NDCG,0.9882,0.9924,0.9931,0.9938,0.9939
MAP,0.9882,0.9915,0.9919,0.9921,0.9922
MRR,0.9882,0.9915,0.9919,0.9922,0.9922
Recall,0.9882,0.995,0.9968,0.9988,0.9992
Precision,0.9882,0.3317,0.1993,0.0999,0.05
