metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.8543371522094927,1.0,0.3527678876599553
hit@k,0.0,1.0,0.9525368248772504,1.0,0.21262742562994263
context_relevance,0.0,1.0,0.4230769230769231,0.5,0.33085866411702414
