metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.9888942539835828,1.0,0.10479698670208043
hit@k,0.0,1.0,0.9980685659101883,1.0,0.04390562210205429
context_precision,0.0,0.9999999999666667,0.9575164975706911,0.9999999999,0.1967296516857279
context_utilization,0.0,0.9999999999666667,0.9582005471441031,0.9999999999,0.1953458205416548
context_relevance,0.0,1.0,0.9099468855625302,1.0,0.22712071992302763
