metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.8888888888888888,1.0,0.31426968052735443
hit@k,0.0,1.0,0.9722222222222222,1.0,0.16433554953054488
context_relevance,0.0,1.0,0.9548611111111112,1.0,0.20123916848391807
