metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.9669373549883991,1.0,0.17880018600783887
hit@k,0.0,1.0,0.9860788863109049,1.0,0.11716363037543014
context_precision,0.0,0.99999999998,0.9738205722158255,0.9999999999,0.14210464493268407
context_utilization,0.0,0.99999999998,0.9731438514115864,0.9999999999,0.14406248171321892
context_relevance,0.0,1.0,0.9554814385150812,1.0,0.16580622899018177
