metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.06654676258992806,0.0,0.24923541277019168
hit@k,0.0,1.0,0.22482014388489208,0.0,0.41746382692212813
context_relevance,0.0,1.0,0.5870053956834532,0.75,0.4484633314810887
