metric,score_minimo,score_maximo,score_mean,score_median,score_std
hit@1,0.0,1.0,0.958,1.0,0.20058913230780973
hit@k,0.0,1.0,0.9926666666666667,1.0,0.08532031150643765
context_precision,0.0,0.99999999998,0.9696814813873459,0.9999999999,0.14064886883011848
context_utilization,0.0,0.99999999998,0.9696259258318543,0.9999999999,0.1407191552014879
context_relevance,0.0,1.0,0.9508333333333333,1.0,0.16967902705467824
