metric,k1,k3,k5,k10,k20
NDCG,0.6971,0.7598,0.7716,0.7871,0.796
MAP,0.6971,0.7448,0.7514,0.7577,0.7601
MRR,0.6971,0.7448,0.7514,0.7577,0.7601
Recall,0.6971,0.8029,0.8317,0.8798,0.9159
Precision,0.6971,0.2676,0.1663,0.088,0.0458
