metric,k1,k3,k5,k10,k20
NDCG,0.746,0.8008,0.8122,0.8212,0.8281
MAP,0.746,0.7875,0.7938,0.7975,0.7994
MRR,0.746,0.7875,0.7938,0.7975,0.7994
Recall,0.746,0.8392,0.8669,0.8946,0.9218
Precision,0.746,0.2797,0.1734,0.0895,0.0461
