metric,k1,k3,k5,k10,k20
NDCG,0.7247,0.7844,0.7969,0.8081,0.8146
MAP,0.7247,0.77,0.7769,0.7815,0.7833
MRR,0.7247,0.77,0.7769,0.7815,0.7833
Recall,0.7247,0.8259,0.8565,0.891,0.9166
Precision,0.7247,0.2753,0.1713,0.0891,0.0458
